Name,Rating,Review,C-Type,HQ,Old,Employees,Site,Sector
BAN LABS,,(56 Reviews),Private,"Rajkot,Gujrat + 14 more",56 years old,1k-5k Employees (India),,
PICL,,(56 Reviews),Faridabad + 1 more,28 years old,51-200 Employees (India),,,
Bothra Group,,(56 Reviews),Private,Visakhapatnam + 6 more,45 years old,1k-5k Employees (India),,
Cytecare Cancer ...,,(56 Reviews),Private,"Bangalore,Karnataka",8 years old,201-500 Employees (India),,
Crif Solutions,,(56 Reviews),Bologna,17 years old,201-500 Employees (India),,,
Damati Plastics,,(56 Reviews),"Mumbai Suburban,Maharashtra + 4 more",19 years old,11-50 Employees (India),,,
Gupta Exim,,(56 Reviews),Private,Faridabad,32 years old,1k-5k Employees (India),,
Heureux Software...,,(56 Reviews),Private,"Delhi/NCR,Delhi",7 years old,11-50 Employees (India),,
Cogent,,(56 Reviews),Private,Birmingham + 8 more,86 years old,50k-1 Lakh Employees (India),,
Poona Hospital A...,,(56 Reviews),Pune + 1 more,37 years old,501-1k Employees (India),,,
24seven,,(56 Reviews),New Delhi + 8 more,1 Lakh+ Employees (India),,,,
Travel Boutique ...,,(56 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",16 years old,201-500 Employees (Global),,
Risk Management ...,,(56 Reviews),Private,Newark + 2 more,34 years old,201-500 Employees (India),,
LG Service,,(56 Reviews),Private,Huntsville + 31 more,1 Lakh+ Employees (India),,,
VKALP Outsourcin...,,(56 Reviews),Private,"Jaipur,Rajasthan",20 years old,201-500 Employees (India),,
Milky Mist Dairy...,,(56 Reviews),Private,"Erode,Tamil Nadu + 12 more",8 years old,501-1k Employees (India),,
Ani Instruments,,(56 Reviews),Private,Mumbai + 16 more,33 years old,1k-5k Employees (Global),,
Student Life,,(56 Reviews),"Kolkata,West Bengal + 21 more",4 years old,1 Lakh+ Employees (India),,,
Gainwell CAT,,(56 Reviews),Kolkata + 14 more,501-1k Employees (India),,,,
Solaimalai Enter...,,(56 Reviews),Private,"Madurai,Tamil Nadu + 11 more",27 years old,501-1k Employees (India),,
Proziod Analytic...,,(56 Reviews),Private,"Bengaluru/Bangalore,Karnataka",6 years old,51-200 Employees (India),,
DNEG CREATIVE SE...,,(56 Reviews),Mumbai + 6 more,1k-5k Employees (Global),,,,
Ornate TechnoSer...,,(56 Reviews),Private,"New Delhi,Delhi + 12 more",13 years old,51-200 Employees (India),,
Pan India foods ...,,(56 Reviews),Private,Mumbai + 5 more,22 years old,11-50 Employees (India),,
Healthplix Techn...,,(56 Reviews),Private,"Bangalore,Karnataka + 9 more",8 years old,51-200 Employees (India),,
IRON TRIANGLE LI...,,(56 Reviews),Private,Rajkot + 14 more,31 years old,,,
Arvind Textile M...,,(56 Reviews),"Ahmedabad,Gujarat + 7 more",91 years old,10k-50k Employees (Global),,,
TWEGO TOURISM SE...,,(56 Reviews),"Noida,Uttar Pradesh + 2 more",4 years old,11-50 Employees (Global),,,
Leverage Edu,,(56 Reviews),Private,"Delhi,NCT + 4 more",5 years old,51-200 Employees (India),,
ISBM,,(56 Reviews),Private,"Mumbai,Maharashtra + 13 more",30 years old,501-1k Employees (Global),,
Model N,,(56 Reviews),Private,San Mateo,23 years old,501-1k Employees (India),,
Customer Analyti...,,(56 Reviews),Private,"Chennai,Tamil Nadu + 2 more",29 years old,201-500 Employees (India),,
Intercontinental...,,(56 Reviews),Private,"Atlanta,Georgia",22 years old,201-500 Employees (India),,
Sidel,,(56 Reviews),Private,Octeville-sur-Mer + 2 more,57 years old,51-200 Employees (India),,
Gimatex Industri...,,(56 Reviews),Private,Mumbai + 6 more,29 years old,1k-5k Employees (India),,
Indus Hospital,,(56 Reviews),Karachi + 7 more,15 years old,501-1k Employees (India),,,
Vana Retreats,,(56 Reviews),Private,Dehradun,8 years old,51-200 Employees (India),,
Signals and Syst...,,(56 Reviews),Private,"Chennai,Tamil Nadu + 7 more",27 years old,201-500 Employees (India),,
Risk Management ...,,(56 Reviews),Private,Newark + 2 more,34 years old,201-500 Employees (India),,
Edufic Digital,,(56 Reviews),Chennai + 1 more,201-500 Employees (India),,,,
Magicrete Buildi...,,(56 Reviews),"Surat,Gujarat + 7 more",14 years old,201-500 Employees (India),,,
Nexus Business S...,,(56 Reviews),Private,New Delhi + 9 more,8 years old,51-200 Employees (India),,
K7 Computing,,(56 Reviews),Private,"Chennai,Tamil Nadu + 10 more",31 years old,51-200 Employees (India),,
Accutech Power S...,,(56 Reviews),Private,"Mumbai,Maharashtra + 5 more",52 years old,501-1k Employees (India),,
Brilliant Bio Ph...,,(56 Reviews),Private,Hyderabad + 4 more,34 years old,201-500 Employees (India),,
Mawai Infotech,,(56 Reviews),Private,"Noida,Uttar Pradesh",24 years old,51-200 Employees (India),,
Triton Valves,,(56 Reviews),Public,Bengaluru + 1 more,47 years old,1k-5k Employees (India),,
BTW India,,(56 Reviews),Private,"Delhi/NCR,New Delhi + 2 more",31 years old,1k-5k Employees (India),,
Travel Boutique ...,,(56 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",16 years old,201-500 Employees (Global),,
Crystal Voxx,,(56 Reviews),LLP,Larenceville + 2 more,30 years old,51-200 Employees (India),,
Consern Pharma,,(56 Reviews),Ludhiana + 10 more,26 years old,51-200 Employees (India),,,
Ani Instruments,,(56 Reviews),Private,Mumbai + 16 more,33 years old,1k-5k Employees (Global),,
Poona Hospital A...,,(56 Reviews),Pune + 1 more,37 years old,501-1k Employees (India),,,
VKALP Outsourcin...,,(56 Reviews),Private,"Jaipur,Rajasthan",20 years old,201-500 Employees (India),,
Saggraha Managem...,,(56 Reviews),"Bangalore,Karnataka + 19 more",8 years old,201-500 Employees (India),,,
Milky Mist Dairy...,,(56 Reviews),Private,"Erode,Tamil Nadu + 12 more",8 years old,501-1k Employees (India),,
Al-Muhaidib Cont...,,(56 Reviews),Dammam + 6 more,79 years old,10k-50k Employees (Global),,,
Neotia Getwel He...,,(56 Reviews),Siliguri + 3 more,20 years old,11-50 Employees (India),,,
Deqode,,(56 Reviews),Private,"San Francisco,California",10 years old,51-200 Employees (India),,
Miraj Entertainm...,,(56 Reviews),Public,Mumbai + 18 more,14 years old,51-200 Employees (India),,
Gits Food Produc...,,(56 Reviews),Private,Mumbai + 17 more,59 years old,201-500 Employees (India),,
Cogeme Precision...,,(56 Reviews),Pune,15 years old,51-200 Employees (India),,,
Vibes Healthcare,,(56 Reviews),Private,"Delhi/NCR,Delhi + 8 more",26 years old,201-500 Employees (India),,
Abdul Ali Al Ajm...,,(56 Reviews),Riyadh + 4 more,42 years old,1k-5k Employees (India),,,
Eicher Engineeri...,,(56 Reviews),Private,"Dewas,Madhya Pradesh + 4 more",30 years old,51-200 Employees (India),,
AVT McCormick In...,,(56 Reviews),Aluva + 8 more,28 years old,201-500 Employees (India),,,
Great Software L...,,(56 Reviews),"Pune,Maharashtra",19 years old,1k-5k Employees (India),,,
BEC Chemicals,,(56 Reviews),Private,Mumbai + 4 more,43 years old,51-200 Employees (India),,
SHREE AMBA INDUS...,,(56 Reviews),New Delhi + 6 more,32 years old,1k-5k Employees (India),,,
Dexters Logistic...,,(56 Reviews),Private,"Pune,Maharashtra + 17 more",12 years old,51-200 Employees (India),,
Skypack,,(56 Reviews),Private,Faridabad + 4 more,49 years old,201-500 Employees (India),,
Nabard Consultan...,,(56 Reviews),Private,New Delhi + 14 more,19 years old,201-500 Employees (India),,
Srini Pharmaceut...,,(56 Reviews),Private,Hyderabad + 2 more,27 years old,201-500 Employees (India),,
Wade Adams Contr...,,(56 Reviews),Dubai + 2 more,46 years old,51-200 Employees (India),,,
Neotia Getwel He...,,(56 Reviews),Siliguri + 3 more,20 years old,11-50 Employees (India),,,
JSL Stainless,,(56 Reviews),Public,New Delhi + 5 more,52 years old,1k-5k Employees (Global),,
Tag Corporation,,(56 Reviews),Chennai + 1 more,50 years old,51-200 Employees (India),,,
Njs Engineers In...,,(56 Reviews),Private,Pune + 11 more,15 years old,51-200 Employees (India),,
Music Broadcast,,(56 Reviews),Public,"Mumbai,Maharashtra + 22 more",23 years old,501-1k Employees (India),,
Pigeon India,,(56 Reviews),Private,Tokyo + 8 more,65 years old,51-200 Employees (India),,
Kalburgi Cement,,(56 Reviews),Private,Hyderabad + 5 more,14 years old,50k-1 Lakh Employees (India),,
Bharti Hospital,,(56 Reviews),Pune + 9 more,11-50 Employees (India),,,,
Volvo IT,,(56 Reviews),Gothenburg,95 years old,1k-5k Employees (India),,,
D.P.Jindal Group,,(56 Reviews),Gurgaon + 7 more,70 years old,1k-5k Employees (India),,,
Anvil Cables,,(56 Reviews),Private,Kolkata + 9 more,13 years old,201-500 Employees (India),,
Arjohuntleigh He...,,(56 Reviews),Private,Malmö + 15 more,65 years old,51-200 Employees (India),,
Kartavya Healthe...,,(56 Reviews),Private,"Goregaon,Maharashtra + 5 more",14 years old,11-50 Employees (India),,
Dr. Mehta's Hosp...,,(56 Reviews),Private,Chennai + 3 more,89 years old,201-500 Employees (Global),,
VRP Telematics,,(56 Reviews),New Delhi + 12 more,17 years old,201-500 Employees (India),,,
Proziod Analytic...,,(56 Reviews),Private,"Bengaluru/Bangalore,Karnataka",6 years old,51-200 Employees (India),,
Gainwell CAT,,(56 Reviews),Kolkata + 14 more,501-1k Employees (India),,,,
Stellantis,,(56 Reviews),Chennai + 4 more,1k-5k Employees (India),,,,
Pixon Energy,,(56 Reviews),Rajkot + 2 more,51-200 Employees (India),,,,
Cadworks India,,(56 Reviews),Private,"New Delhi,Delhi + 6 more",11 years old,51-200 Employees (India),,
Lubrizol Corpora...,,(56 Reviews),"Wickliffe,Ohio + 4 more",201-500 Employees (India),,,,
Radio Mirchi,,(56 Reviews),Mumbai + 24 more,501-1k Employees (India),,,,
WorkIndia,,(56 Reviews),Private,"Mumbai,Maharashtra + 6 more",7 years old,201-500 Employees (India),,
Leverage Edu,,(56 Reviews),Private,"Delhi,NCT + 4 more",5 years old,51-200 Employees (India),,
BetterPlace Sele...,,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",8 years old,201-500 Employees (Global),,
Arabian Pipeline...,,(56 Reviews),Private,Jubail + 3 more,39 years old,5k-10k Employees (India),,
Calvin Technolog...,,(56 Reviews),Hyderabad/Secunderabad + 4 more,11-50 Employees (India),,,,
LeadSquared,,(56 Reviews),Private,"Bangalore,Karnataka + 5 more",11 years old,1k-5k Employees (India),,
Vehant Technolog...,,(56 Reviews),Private,"Noida,Uttar Pradesh + 7 more",17 years old,51-200 Employees (India),,
Vasan Health Car...,,(320 Reviews),Private,"Chennai,Tamil Nadu + 24 more",20 years old,11-50 Employees (India),,
Seneca Global IT...,,(55 Reviews),Private,"Oak Brook,Illinois",15 years old,201-500 Employees (India),,
Bhagwan Mahaveer...,,(55 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",47 years old,51-200 Employees (India),,
Umasons Auto Com...,,(55 Reviews),Aurangabad,22 years old,51-200 Employees (India),,,
Shivalik Rasayan,,(55 Reviews),Public,New Delhi + 6 more,41 years old,51-200 Employees (India),,
Monomark Enginee...,,(55 Reviews),Chittorgarh + 8 more,37 years old,1k-5k Employees (India),,,
Nxtgen Datacente...,,(55 Reviews),Private,"Bangalore,Karnataka + 4 more",10 years old,201-500 Employees (India),,
Right Tight Fast...,,(55 Reviews),Nashik + 1 more,43 years old,501-1k Employees (India),,,
Maheshwari Minin...,,(55 Reviews),Private,Kolkata + 12 more,44 years old,501-1k Employees (India),,
A G Construction,,(55 Reviews),Private,Ontario + 23 more,34 years old,11-50 Employees (India),,
Reydel Automotiv...,,(55 Reviews),Paris,4 years old,1k-5k Employees (Global),,,
Agrawal Metal Wo...,,(55 Reviews),Private,New Delhi + 3 more,66 years old,51-200 Employees (Global),,
Rp Telebuy Skysh...,,(55 Reviews),Private,Chennai + 9 more,16 years old,501-1k Employees (Global),,
Mahindra Powerol,,(55 Reviews),Public,Mumbai + 23 more,21 years old,51-200 Employees (India),,
Raaj Khosla & Co...,,(55 Reviews),New Delhi + 10 more,1k-5k Employees (India),,,,
The Residency Gr...,,(55 Reviews),Chennai + 2 more,37 years old,1-10 Employees (India),,,
Brindavan Bottle...,,(55 Reviews),Lucknow + 2 more,37 years old,51-200 Employees (India),,,
KEO Internationa...,,(55 Reviews),Kuwait City + 3 more,58 years old,501-1k Employees (India),,,
Weaverbird Engin...,,(55 Reviews),Private,New Delhi + 6 more,17 years old,201-500 Employees (India),,
Pran Rfl Group,,(55 Reviews),Public,"Dhaka,Dhaka + 15 more",41 years old,50k-1 Lakh Employees (Global),,
Business Octane ...,,(55 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",15 years old,51-200 Employees (India),,
Firstsource Labo...,,(55 Reviews),Hyderabad + 11 more,11 years old,51-200 Employees (India),,,
Central Warehous...,,(55 Reviews),Private,New Delhi + 20 more,65 years old,1k-5k Employees (Global),,
Fortis Malar Hos...,,(55 Reviews),Public,Chennai + 3 more,26 years old,201-500 Employees (India),,
Petroserv,,(55 Reviews),Doha + 3 more,44 years old,201-500 Employees (India),,,
Advanced Busines...,,(55 Reviews),Private,"Datchet,Berkshire + 3 more",21 years old,501-1k Employees (India),,
LARVOL,,(55 Reviews),San Francisco + 8 more,18 years old,51-200 Employees (India),,,
Ansal Api,,(55 Reviews),Private,New Delhi + 8 more,55 years old,1k-5k Employees (India),,
Dtss,,(55 Reviews),Bengaluru + 14 more,14 years old,10k-50k Employees (Global),,,
Recon Oil Indust...,,(55 Reviews),Private,"Mumbai,Maharashtra + 10 more",31 years old,51-200 Employees (India),,
Sunrise Biztech ...,,(55 Reviews),Private,Edison + 1 more,32 years old,51-200 Employees (India),,
Dit University,,(55 Reviews),Private,Dehradun + 2 more,24 years old,201-500 Employees (India),,
Toyota Lakozy Au...,,(55 Reviews),Private,Mumbai + 1 more,23 years old,1 Lakh+ Employees (India),,
Domex E-data,,(55 Reviews),Bengaluru,21 years old,51-200 Employees (India),,,
Iceberg Foods,,(55 Reviews),Private,New Delhi + 8 more,21 years old,501-1k Employees (India),,
Classic Marble C...,,(55 Reviews),Mumbai + 6 more,28 years old,201-500 Employees (India),,,
Gopaldas Visram ...,,(55 Reviews),Mumbai + 2 more,77 years old,51-200 Employees (India),,,
King Plastic Gro...,,(55 Reviews),Singapore + 22 more,36 years old,51-200 Employees (Global),,,
Nokia Seimens Ne...,,(55 Reviews),Bengaluru/Bangalore + 16 more,10k-50k Employees (India),,,,
Shree Maruti Cou...,,(55 Reviews),Private,"Mumbai,Maharashtra + 22 more",35 years old,201-500 Employees (India),,
Innovative Logis...,,(55 Reviews),Private,Mumbai + 17 more,6 years old,1k-5k Employees (India),,
Altruista Health...,,(55 Reviews),Private,"Reston,Virginia",15 years old,201-500 Employees (India),,
Idemitsu Lube In...,,(55 Reviews),New Delhi + 13 more,16 years old,51-200 Employees (India),,,
Hyoseong Electri...,,(55 Reviews),Public,Busan + 4 more,49 years old,51-200 Employees (India),,
Vibatel Solution...,,(55 Reviews),Private,Secunderabad + 4 more,15 years old,201-500 Employees (Global),,
Kare Partners He...,,(55 Reviews),Private,"Chandigarh,Chandigarh + 9 more",10 years old,51-200 Employees (India),,
Maheshwari Minin...,,(55 Reviews),Private,Kolkata + 12 more,44 years old,501-1k Employees (India),,
King Plastic Gro...,,(55 Reviews),Singapore + 22 more,36 years old,51-200 Employees (Global),,,
Recon Oil Indust...,,(55 Reviews),Private,"Mumbai,Maharashtra + 10 more",31 years old,51-200 Employees (India),,
Dtss,,(55 Reviews),Bengaluru + 14 more,14 years old,10k-50k Employees (Global),,,
A G Construction,,(55 Reviews),Private,Ontario + 23 more,34 years old,11-50 Employees (India),,
STP,,(55 Reviews),Private,Whiteley + 11 more,27 years old,201-500 Employees (India),,
Raaj Khosla & Co...,,(55 Reviews),New Delhi + 10 more,1k-5k Employees (India),,,,
Survival Technol...,,(55 Reviews),Private,"Mumbai,Maharashtra + 4 more",16 years old,201-500 Employees (India),,
Sandip Foundatio...,,(55 Reviews),Private,"Nasik/Nashik,Maharashtra + 7 more",17 years old,1k-5k Employees (India),,
Eltech Appliance...,,(55 Reviews),Private,Chennai + 17 more,10 years old,201-500 Employees (India),,
Zydus Takeda Hea...,,(55 Reviews),Private,Tokyo + 1 more,241 years old,51-200 Employees (India),,
Krazy Mantra IT,,(55 Reviews),Private,Ahmedabad + 2 more,14 years old,51-200 Employees (India),,
BIZONGO,,(55 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,201-500 Employees (India),,
HI-Tech Outsourc...,,(55 Reviews),Private,Ahmedabad + 11 more,30 years old,1k-5k Employees (Global),,
Net2source,,(55 Reviews),Private,New Jersey + 2 more,15 years old,1k-5k Employees (Global),,
Prasar Bharati,,(55 Reviews),Private,New Delhi + 20 more,25 years old,50k-1 Lakh Employees (India),,
AMPLUS SOLAR,,(55 Reviews),"Gurgaon,Haryana + 6 more",14 years old,501-1k Employees (India),,,
Kifs Housing Fin...,,(55 Reviews),Private,Ahmedabad + 23 more,7 years old,51-200 Employees (India),,
Maaden Aluminium...,,(55 Reviews),JV,Riyadh + 7 more,13 years old,1k-5k Employees (Global),,
AN Prakash Const...,,(55 Reviews),Private,Bengaluru + 7 more,36 years old,201-500 Employees (India),,
Suntara Cosmetic...,,(55 Reviews),Private,"Ahmedabad,Gujarat + 3 more",19 years old,501-1k Employees (India),,
Ptc Industries,,(55 Reviews),Public,Lucknow + 2 more,59 years old,51-200 Employees (India),,
BACentric,,(55 Reviews),Hyderabad/Secunderabad + 1 more,11-50 Employees (India),,,,
ABS India,,(55 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",20 years old,201-500 Employees (India),,
Om Enterprises,,(55 Reviews),Private,"Delhi/NCR,Delhi + 20 more",30 years old,1k-5k Employees (India),,
FONTY Supply Cha...,,(55 Reviews),Mandideep + 4 more,51-200 Employees (India),,,,
Qarmatek Service...,,(55 Reviews),Private,"Ahmedabad,Gujarat + 6 more",11 years old,11-50 Employees (India),,
Indostar Home Fi...,,(55 Reviews),Public,Mumbai + 31 more,6 years old,51-200 Employees (India),,
LA Technologies,,(55 Reviews),"Bombay,maharashtra + 5 more",51-200 Employees (India),,,,
Cellplan Technol...,,(55 Reviews),Private,Pune + 8 more,19 years old,51-200 Employees (India),,
Tekion,,(55 Reviews),Private,San Ramon + 1 more,6 years old,1k-5k Employees (India),,
Maharashtra Stat...,,(55 Reviews),Mumbai + 5 more,17 years old,10k-50k Employees (Global),,,
DOCON TECHNOLOGI...,,(55 Reviews),"Bengaluru,karnataka + 15 more",201-500 Employees (India),,,,
Leena AI,,(55 Reviews),"Gurgaon,Haryana + 3 more",7 years old,201-500 Employees (India),,,
Vivekananda Coll...,,(55 Reviews),Namakkal + 7 more,,,,,
Durr India,,(55 Reviews),Private,"Bietigheim-bissingen,Baden-wurttemberg + 5 more",25 years old,201-500 Employees (India),,
Tvisha Technolog...,,(55 Reviews),Private,"Edison,New Jersey",19 years old,51-200 Employees (India),,
Reydel Automotiv...,,(55 Reviews),Paris,4 years old,1k-5k Employees (Global),,,
Esko Die Casting,,(55 Reviews),"Calcutta,west Bengal + 2 more",,,,,
Fortis Malar Hos...,,(55 Reviews),Public,Chennai + 3 more,26 years old,201-500 Employees (India),,
Brandzstorm Indi...,,(55 Reviews),"Mumbai,Maharashtra + 9 more",12 years old,51-200 Employees (India),,,
Yashaswi Academy...,,(55 Reviews),Private,Pune + 18 more,38 years old,501-1k Employees (India),,
